,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
203,1083656,STEPHEN HAWKING SCHOOL TRUST,"STEPHEN HAWKING SCHOOL, 2 BRUNTON PLACE, LONDON",E14 7LL,Bethnal Green and Stepney,02074239848,trust@stephenhawking.towerhamlets.sch.uk,http://www.whooshcharity.org/,31/03/2025,5586.0,70251.0,Other,Provides Services,"Education/training, Disability, The Prevention Or Relief Of Poverty, Amateur Sport","Children/young People, People With Disabilities","The Trust supports children with severe, profound and/or multiple learning difficulties and/or complex medical needs from birth to eleven. It provides funding to support facilities for the daily care, recreation and education of children outside of normal school hours and during school holidays.","A) TO PROVIDE THE NECESSARY FACILITIES FOR THE DAILY CARE, RECREATION AND EDUCATION OF CHILDREN DURING OUT OF SCHOOL HOURS AND SCHOOL HOLIDAYS. B) TO ADVANCE THE EDUCATION AND TRAINING OF THE PERSONS IN THE PROVISION OF SUCH CARE, EDUCATION AND RECREATIONAL FACILITIES.",True,Micro,Dormant,Disability
204,1084061,ETHNIC MINORITIES PARTNERSHIP AGENCY,"10a Royal Parade, Church Street, Dagenham",RM10 9XB,Dagenham and Rainham,02085937402,info@empa.org.uk,www.empa.org.uk,31/03/2025,3500.0,400.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Advocay and representation, Community engagement and involvement, Networking, Training and capacity building, Voice and Champion for the BAME interest","TO ASSOCIATE TOGETHER THE RELEVANT STATUTORY AUTHORITIES, VOLUNTARY ORGANISATIONS AND COMMUNITY GROUPS IN A COMMON EFFORT TO ELIMINATE DISCRIMINATION IN THE PROVISION OF PUBLIC SERVICES ON THE GROUNDS OF RACE, NATIONALITY, OR ETHNIC OR NATIONAL ORIGINS, AND TO ENCOURAGE EQUALITY OF OPPORTUNITY GENERALLY.",False,Micro,Dormant,The Advancement Of Health Or Saving Of Lives
205,1084524,"REDEEMED CHRISTIAN CHURCH OF GOD (""RCCG"") BETHEL PARISH","UNIT 26, SKYLINES BUSINESS VILLAGE, LIME HARBOUR, LONDON",E14 9TS,Poplar and Limehouse,01708 347612,rccgbethel@yahoo.co.uk,http://rccgbethel.church,31/12/2024,64415.0,50925.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Advancement of Christian Faith worldwide and relief of poverty",1. THE ADVANCEMENT OF THE CHRISTIAN FAITH WORLDWIDE IN IN ACCORDANCE WITH THE DOCTRINES SET OUT IN THE STATEMENT OF FAITH CONTAINED IN THE SCHEDULE 2. THE RELIEF OF POVERTY.,True,Small,Dormant,Overseas Aid/famine Relief
206,1084771,REDEEMED CHRISTIAN CHURCH OF GOD ('RCCG') ROYAL CONNECTIONS,"R C C G Royal Connections, 199 Freemasons Road, LONDON",E16 3PG,West Ham and Beckton,0300 111 1111,info@royalconnections.org.uk,www.royalconnections.org.uk,31/12/2024,1228977.0,1085007.0,Other,"Makes Grants To Organisations, Provides Buildings/facilities/open Space","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Other Charities Or Voluntary Bodies, The General Public/mankind","The charity's objects are:The advancement of the Christian religion worldwide; andThe relief of poverty worldwide.It pursues these objects by the operation of a centre for Christian worship at its premises in Monier Road,Bow, London, and by a programme of events aimed at reaching out to the un-churched together with arange of community-centred projects.",1. THE ADVANCEMENT OF THE CHRISTIAN FAITH WORLDWIDE IN ACCORDANCE WITH THE DOCTRINES SET OUT IN THE STATEMENT OF FAITH CONTAINED IN THE SCHEDULE. 2. THE RELIEF OF POVERTY.,False,Large,Dormant,Religious Activities
207,1084930,THE CARERS CENTRE,"Carers Centre, 21 Brayford Square, London",E1 0SG,Bethnal Green and Stepney,02077901765,enquiries@ccth.org.uk,www.ccth.org.uk,31/03/2025,877116.0,785284.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Disability, The Prevention Or Relief Of Poverty","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Provides practical support services, information & advice, welfare benefits service to carers of people with disabilities or long term conditions in LB Tower Hamlets.Carers Independent Advocate service from 1/5/2015","The charity’s objects (‘Objects’) are specifically restricted to: 
(1) advancing education concerning caring amongst carers and the public; and 
(2) alleviating mental and physical distress attributable to caring amongst carers through the provision of practical help, organisation, support, advocacy and information to people caring, or who have cared for, others who are dependent on them due to disability arising from age, physical or mental disability.",True,Medium,Dormant,Disability
208,1084940,RENEW COUNSELLING,"SADLERS HOUSE, 2 LEGG STREET, CHELMSFORD, ESSEX",CM1 1AH,Chelmsford,01245269335,info@renew-us.org,www.renew.org.uk,31/03/2025,907376.0,1067498.0,Charitable company,Provides Services,"Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty","Children/young People, People With Disabilities, Other Defined Groups, The General Public/mankind",Renew is established to improve emotional and mental health by providing counselling and psychotherapeutic support.,"FOR THE PUBLIC BENEFIT, TO PROVIDE COUNSELLING AND PSYCHOTHERAPEUTIC SUPPORT TO PERSONS OF SCHOOL AGE AND ABOVE, AND TO COUPLES, IN EAST LONDON AND ESSEX, WITH THE AIM OF IMPROVING THE EMOTIONAL AND MENTAL HEALTH OF SUCH PERSONS.
THIS WILL BE ACHIEVED THROUGH, BUT NOT NECESSARILY RESTRICTED TO:
·         PROVIDING HIGH QUALITY, LOW COST, ACCESSIBLE AND RESPONSIVE COUNSELLING AND PSYCHOTHERAPEUTIC INTERVENTIONS TO SUCH PERSONS
·         TRAINING COUNSELLORS TO A HIGH PROFESSIONAL STANDARD
·         SUPERVISING AND TRAINING OTHER PROFESSIONALS WHO ARE ENGAGED WITH EMOTIONAL AND MENTAL HEALTH ISSUES",False,Medium,Dormant,The Advancement Of Health Or Saving Of Lives
209,1085096,WOMEN AND CHILDREN FIRST UK,"Women and Children First, 483 Green Lanes, LONDON",N13 4BS,Southgate and Wood Green,02077006309,admin@womenandchildrenfirst.org.uk,www.womenandchildrenfirst.org.uk,31/12/2023,503192.0,481523.0,Charitable company,"Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief","Children/young People, Other Defined Groups","Women and Children First is an international development organisation which addresses poor reproductive, maternal, newborn, child and adolescent health. The charity provides technical support and assistance to local partners to deliver a World Health Organisation recommended approach which mobilises communities through women's groups and has a proven impact on maternal and newborn mortality rates.","THE RELIEF OF SICKNESS, DISTRESS AND POVERTY AMONGST WOMEN AND CHILDREN IN POOR COMMUNITIES BY IMPROVING THEIR HEALTH, NUTRITION AND WELFARE.",False,Medium,Dormant,Overseas Aid/famine Relief
210,1088224,LONDON SOMALI ACTION FORUM,"Bethnal Green Training Centre, Hanbury Street, LONDON",E1 5HZ,Bethnal Green and Stepney,0207 423 9917,info@lsaf.co.uk,www.lsaf.co.uk,31/03/2024,17500.0,16500.0,Other,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin","THE ORGANIZATION HAD UNDERTAKEN THE FOLLOWING PROJECTS/ ACTIVITIES; 1 -  Adult ESOL Classes. 2 - Study support and homework, 3 - Job search programme for the unemployed people. 4 - Free internet cafefor the community. 5 - One - One based advice on welfare benefits. 6 - creer advice for the youth school leavers. 7 -One - one based advice on Employment 8 - Basic Women's Training","1. THE RELIEF OF NEED, POVERTY AND DISTRESS, PARTICULARLY THROUGH THE PROVISION OF ADVICE CONCERNING BENEFITS AND COUNSELLING AND MEDICAL ADVICE FOR THE VICTIMS OF WAR  2. THE ADVANCEMENT OF EDUCATION, PARTICULARLY THROUGH THE PROVISION OF EXTRA CURRICULAR EDUCATION FOR SCHOOL CHILDREN 3. THE PRESERVATION AND PROTECTION OF PUBLIC HEALTH 4. THE RELIEF OF UNEMPLOYMENT FOR THE BENEFIT OF THE PUBLIC.",True,Small,Dormant,The Advancement Of Health Or Saving Of Lives
211,1088999,KING GEORGE'S FIELD- STEPNEY (TREDEGAR SQUARE BOW),"LONDON BOROUGH OF TOWER HAMLETS, Town Hall, 160 Whitechapel Road, LONDON",E1 1BJ,Bethnal Green and Stepney,020 7364 7901,Stephen.Murray@towerhamlets.gov.uk,Not available,31/03/2025,10200.0,10346.0,Trust,Provides Buildings/facilities/open Space,"Amateur Sport, Environment/conservation/heritage",The General Public/mankind,The maintenance of Tredegar Square Gardens for the use and enjoyment of the public,A RECREATION AND PLAYING FIELD TO BE PRESERVED IN PERPETUITY AS A MEMORIAL TO KING GEORGE V UNDER THE PROVISIONS OF THE KING GEORGE'S FIELDS FOUNDATION.,True,Small,Dormant,Environment/conservation/heritage
212,1089163,RICH MIX CULTURAL FOUNDATION,"35-47 BETHNAL GREEN ROAD, LONDON",E1 6LA,Bethnal Green and Stepney,02076137498,finance@richmix.org.uk,www.richmix.org.uk,31/03/2025,2653201.0,3191013.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance education of the public in art and culture of all types; to work towards the elimination  of racial discrimination; to promote equality of opportunity and good relations between people of different racial groups, particularly by promoting events and activities to foster intercultural diversity of migrant communities and their contribution to the economic and cultural life of the UK.","A) TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE HISTORY OF CULTURAL DIVERSITY OF MIGRANT COMMUNITIES AND THEIR CONTRIBUTIONS TO ECONOMIC AND CULTURAL LIFE PARTICULARLY BY ESTABLISHING THE RICH MIX CENTRE AS A HOME FOR EXHIBITIONS AND BY COLLECTING PRESERVING AND EXHIBITING ITEMS OF EDUCATIONAL VALUE. B.) TO ADVANCE EDUCATION OF THE PUBLIC IN ART AND CULTURE OF ALL TYPES. C.) TO WORK TOWARDS THE ELIMINATION OF RACIAL DISCRIMINATION AND TO PROMOTE EQUALITY OF OPPORTUNITY AND GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT RACIAL GROUPS PARTICULARLY BY PROMOTING EVENTS AND ACTIVITIES TO FOSTER INTERCULTURAL UNDERSTANDING, INCLUSIVENESS AND TOLERANCE AND TO PROMOTE THE VALUE OF CULTURAL ACTIVITY.",True,Large,Dormant,Environment/conservation/heritage
213,1089321,CITY BANGLADESHI COMMUNITY AND CULTURAL CENTRE TRUST,"2A BUCKFAST STREET, LONDON",E2 6EY,Bethnal Green and Stepney,07949670003,Cbcctrust@gmail.com,Not available,31/03/2025,86873.0,32299.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","The main activities include the advancement of education and training in particular Islamic education, providing counselling service to the local community, offering Bengali mother tongue classes to children and general services to improve the overall condition of life of local community.","""THE TRUST"" IS ESTABLISHED IN PARTICULAR FOR THE BENEFIT OF BENGALIS LIVING IN GREATER LONDON IN GENERAL AND BETHNAL GREEN AREA IN THE LONDON BOROUGH OF TOWER HAMLETS IN PARTICULAR (THE PRINCIPAL AREA OF BENEFIT) TO :- 1. ADVANCE THE ISLAMIC RELIGION AND EDUCATION OF THE PUBLIC IN ALL ASPECTS OF ISLAM. 11. ADVANCE EDUCATION IN PARTICULAR BY THE PROVISION OF SUPPLEMENTARY AND BENGALI MOTHER CLASSES IN THE PRINCIPAL AREA OF BENEFIT. 111. RELIEVE DISABLED AND ELDERLY PERSONS WHO ARE IN NEED BY THE PROVISION OF A DAY CENTRE AND ADVICE AND INFORMATION IN THE PRINCIPAL AREA OF BENEFIT; AND 1V. PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES FOR RECREATION OR LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE CHILDREN AND ELDERLY BENGALIS OF THE PRINCIPAL AREA OF BENEFIT.",True,Small,Dormant,Religious Activities
214,1091712,VICTORIA PARK HARRIERS AND TOWER HAMLETS AC,"Victoria Park Harriers, St Augustine's Hall, Cadogan Terrace, London",E9 5EG,Hackney South and Shoreditch,123456,info@vphthac.org.uk,www.vpthac.org.uk,31/03/2024,105063.0,81047.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services",Amateur Sport,"Children/young People, The General Public/mankind",Operating community based sports facilities and activities and community development.,THE COMPANY IS ESTABLISHED FOR THE BENEFIT OF THE PUBLIC WITHIN EAST LONDON WITH THE OBJECT OF PROVIDING FACILITIES FOR PUBLIC RECREATION OR OTHER LEISURE-TIME OCCUPATION AND IN PARTICULAR ATHLETICS IN THE INTERESTS OF SOCIAL WELFARE AND WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THOSE WHO RESIDE AND WORK IN THE SAID AREA.,False,Medium,Dormant,Amateur Sport
215,1091925,CHRIST CHURCH SPITALFIELDS FOUNDATION,"2 FOURNIER STREET, LONDON",E1 6QE,Bethnal Green and Stepney,02073772440,foundation@ccspits.org,Not available,31/12/2024,1792.0,20690.0,Other,Makes Grants To Organisations,Environment/conservation/heritage,Other Defined Groups,Charity acts as a sinking fund for large maintenance and repair works on a historic church building,"THE TRUSTEES SHALL HOLD THE TRUST FUND AND ITS INCOME UPON TRUST TO APPLY THEM FOR THE FOLLOWING OBJECTS (""THE OBJECTS"")THE MAINTENANCE UPKEEP AND REPAIR OF CHRIST CHURCH SPITALFIELDS DESIGNED BY NICHOLAS HAWKSMOOR AS ONE OF THE FIFTY NEW CHURCHES BUILT BY ACT OF PARLIAMENT.",True,Micro,Dormant,Environment/conservation/heritage
216,1092931,STREETWISE OPERA,"35-47 BETHNAL GREEN ROAD, LONDON",E1 6LA,Bethnal Green and Stepney,07951059281,info@streetwiseopera.org,www.streetwiseopera.org,31/03/2025,648907.0,702523.0,Charitable company,"Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Other Charitable Purposes","Elderly/old People, People With Disabilities, Other Defined Groups","We use music to help people who have experienced homelessness make positive changes in their lives, to advance the education of the public in the arts in particular but not exclusively in the art of opera. We deliver the following activity in 5 regions of the UK: 
1  Opera Productions
2  Workshop Programme
3 Work Placement Scheme and Progression routes
4. Establishing an international network","THE CHARITY'S OBJECTS (""THE OBJECTS"") ARE:(A) TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE ARTS, IN PARTICULAR BUT NOT EXCLUSIVELY IN THE ART OF OPERA.(B)  THE RELIEF OF NEED OF HOMELESS PEOPLE.",True,Medium,Dormant,Other Charitable Purposes
217,1093094,AJODA COMMUNITY ALLIANCE,"Clockhouse Community Centre, Defiance Walk, Woolwich, LONDON",SE18 5QL,Greenwich and Woolwich,07415346168,ajodacommunityalliancecharity@gmail.com,Not available,31/03/2025,0.0,0.0,Other,"Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Amateur Sport, Human Rights/religious Or Racial Harmony/equality Or Diversity","Elderly/old People, People Of A Particular Ethnic Or Racial Origin","We provide social events for the elderly in the borough of Greenwich and surrounding boroughs which include weekly gentle exercise classes, weekly Luncheon Club, parties and outings. We also engage in community activities including putting on plays with local schools for the public and we also put on and attend culture exhibitions for Black History Month.","THE EDUCATION AND THE RELIEF OF POVERTY OF THE PEOPLE OF THE LONDON BOROUGH OF GREENWICH AND SUCH OTHER PLACES AS THE TRUSTEES SHALL FROM TIME TO TIME DETERMINE (HEREINAFTER CALLED THE AREA OF BENEFIT)
2.2 THE PROTECTION AND PRESERVATION OF HEALTH AND THE RELIEF OF SICKNESS OF AMONGST THOSE LIVING IN THE AREA OF BENEFIT
2.3 THE PROVISION OF FACILITIES FOR RECREATION IN THE AREA OF BENEFIT (PARTICULARLY FOR PEOPLE WHO ARE AGED OR DISABLED) IN THE INTEREST OF SOCIAL WELFARE AND SO THAT THEIR CONDITIONS OF LIFE MAY IMPROVE IN THE AREA OF BENEFIT
2.4 TO PROMOTE COOPERATION AND EXCHANGE OF EXPERTISE AND SKILLS THAT ADVANCES THE ARTS, CULTURE, HERITAGE AND SCIENCE BETWEEN BME ORGANISATIONS INCLUDING
YOUTH GROUPS IN THE AREA OF BENEFIT.
2.5 TO PROMOTE COOPERATION AND EXCHANGE OF EXPERTISE, KNOWLEDGE AND SKILLS BETWEEN WOMEN FROM BME COMMUNITIES THAT ENCOURAGES SELF-HELP AND MUTUAL SUPPORT IN THE AREA OF BENEFIT.
2.6 TO ADVANCE EQUALITY OF OPPORTUNITY AND FOSTER GOOD RELATIONS BETWEEN PEOPLE OF DIFFERENT GROUPS.",False,,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity
218,1093239,SKYWAY CHARITY,"Youth Club, 49 Provost Street, LONDON",N1 7NZ,Hackney South and Shoreditch,02077296970,info@skyway.uk.com,www.skyway.uk.com,31/03/2025,613159.0,639666.0,Charitable company,"Provides Services, Other Charitable Activities","Education/training, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Other Defined Groups","SkyWay work with Young people, their families and the communities they live in. We offer a wide range of free-to-access opportunities at youth clubs, community venues, parks, estates, schools and on the streets. We provide welcoming, safe spaces for people to learn, develop new skills, recieve support, participate in activities such as sport, art, media, be challenged and have fun.","SkyWay aims to address the individual needs of disadvantaged young people aged 8-25 years old and their local community in London boroughs; enabling them to achieve personal goals, realise their potential and contribute positively to their community.",False,Medium,Dormant,Other Charitable Purposes
