,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
178,1075206,BIJOY YOUTH GROUP,"191 Roman Road, LONDON, Bethnal Green",E2 0QY,Bethnal Green and Stepney,07568141002,bijoy-youthgroup@hotmail.com,bijoy-youthgroup@hotmail.com,31/03/2025,37816.0,35873.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","supplementary education classess;  occassional community cohesion sessions for local tenants, residents and  users; capacity building training programme for members & volunteers; elderly sessions for local elderly & pensioners; summer & easter paly schemes for local young people, advice and information sessions; counselling sessions for elderly and young alike, job clubs fro local unemployed peopl","3.1 TO PROMOTE THE BENEFIT OF BANGLADESHI PEOPLE RESIDENT IN THE LONDON BOROUGHS OF HACKNEY, NEWHAM AND TOWER HAMLETS BY ASSOCIATING TOGETHER THE INHABITANTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS TO ADVANCE EDUCATION, AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE INHABITANTS OF THE AREA OF BENEFIT.
3.2 TO ORGANISE CULTURAL, RECREATIONAL AND FAITH BASED RELIGIOUS ACTIVITIES FOR OLD AND YOUNG ALIKE IN THE SAID AREA IN ORDER TO ENHANCE THEIR UNDERSTANDING ON ISSUES SUCH AS COMMUNITY COHESION, RACE RELATION AND MULTI FAITH AND MULTI CULTURAL VISION.",True,Small,No Filing,Amateur Sport
179,1075401,BOW MUSLIM COMMUNITY CENTRE,"515B - 517 ROMAN ROAD, BOW, LONDON",E3 5EL,Stratford and Bow,02089834485,Not available,Not available,31/03/2025,183185.0,55689.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","Education/training, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","Providing help and assistance, mainly educational and religious, to the local Muslim community to overcome their disadvantages and improve their condition of life","ESTABLISHED FOR THE BENEFITS OF PERSONS IN THE BOW NEIGHBORHOOD OF THE LONDON BOROUGH OF TOWER HAMLETS AND IN PARTICULAR THE MUSLIM COMMUNITY , TO ADVANCE THE MUSLIM RELIGION , ADVANCE EDUCATION , RELIEVE POVERTY , AND PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES FOR RECREATION OR LEISURE-TIME  OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE ABOVE-MENTIONED PERSONS.",True,Medium,No Filing,Religious Activities
180,1075458,BURDETT ESTATE PLAYGROUP,"1-2 BUTLER HOUSE, BURDETT ROAD, LONDON",E14 7AB,Poplar and Limehouse,02079876297,kim@matchboxnursery.co.uk,Not available,31/03/2025,152652.0,108427.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services",Education/training,"Children/young People, People With Disabilities","To advance the education of children below compulsory school age in Tower Hamlets, providing safe and satisfying group play, in which parents have the right to take part.
Encouraging other charitable activities through which parents may help the children.","TO ADVANCE THE EDUCATION OF CHILDREN BELOW COMPULSORY SCHOOL AGE IN TOWER HAMLETSA) PROVIDING SAFE AND SATISFYING GROUP PLAY, IN WHICH PARENTS HAVE THE RIGHT TO TAKE PART:B) ENCOURAGING OTHER CHARITABLE ACTIVITIES THROUGH WHICH PARENTS MAY HELP THE CHILDREN.",True,Medium,No Filing,Education/training
181,1075594,ST PETER'S BENGALI ASSOCIATION,"MINERVA HOUSING CENTRE, 10 MINERVA STREET, LONDON",E2 9EH,Bethnal Green and Stepney,02036052032,stpetersba@live.co.uk,www.stpetersba.com,31/03/2025,26719.0,15762.0,Other,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Supplementary Education and Study Support Class for ChildrenMother Tongue Language ClassesWelfare Advice and Information ServiceYoung Engagement Programme","THE CHARITY IS ESTABLISHED TO ADVANCE THE EDUCATION, INCLUDING THE PHYSICAL DEVELOPMENT, OF CHILDREN (IN PARTICULAR OF BENGALI ORIGIN) IN THE LONDON BOROUGH OF TOWER HAMLETS AND HACKNEY.",True,Small,No Filing,Accommodation/housing
184,1075745,MULBERRY SCHOOL (TOWER HAMLETS) TRUST,"Mulberry School for Girls, Mulberry School, Richard Street, LONDON",E1 2JP,Bethnal Green and Stepney,02077906327,spatni@mulberryschoolstrust.org,Not available,25/03/2025,823.0,123712.0,Trust,"Provides Other Finance, Provides Services","Education/training, Arts/culture/heritage/science","Children/young People, Other Defined Groups",Education related,"FOR THE ADVANCEMENT OF EDUCATION AND IN PARTICULAR THE ADVANCEMENT OF EDUCATION OF PUPILS ATTENDING MULBERRY SCHOOL FOR GIRLS BY BY IMPLEMENTING AND ENHANCING THE EDUCATIONAL PROVISION OF THE SCHOOL THEREBY ASSISTING THE DELIVERY OF THE CURRICULUM AT THE SCHOOL PARTICULARLY IN SUBJECTS SUCH AS SPORTS AND THE ARTS THROUGH PROVIDING AND ASSISTING IN THE PROVISION OF ITEMS, FACILITIES AND EQUIPMENT AT THE SCHOOL AND THROUGH SUCH OTHER WAYS AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE PROVIDED THAT IN SO DOING THE TRUSTEES SHALL NOT RELIEVE THE LOCAL EDUCATION AUTHORITY OR ANY OTHER STATUTORY BODY OF ITS STATUTORY OBLIGATIONS.",True,Micro,No Filing,Arts/culture/heritage/science
187,1076857,ISLAND ADVICE CENTRE,"ISLAND HOUSE, ROSERTON STREET, LONDON",E14 3PG,Poplar and Limehouse,02075380094,admin@island-advice.org.uk,www.island-advice.org.uk,31/03/2025,467465.0,482423.0,Charitable company,Provides Advocacy/advice/information,"Education/training, The Prevention Or Relief Of Poverty","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","IAC is an independent advice service that provides support and guidance on statutory rights and entitlement to local residents. Areas of advice include; welfare rights, housing, debt. Advice is given from basic level up to specialist casework. In addition the organisation provides training and volunteering opportunities to individuals interested in developing advice skills.",TO RELIEVE POVERTY IN THE AREA  KNOWN AS THE ISLE OF DOGS AND NEARBY AREAS BY THE ADVANCEMENT OF EDUCATION OF THE GENERAL PUBLIC IN THE FIELD OF WELFARE AND INDIVIDUAL RIGHTS.,True,Medium,No Filing,The Prevention Or Relief Of Poverty
189,1077423,MAZAHIRUL ULOOM LONDON,"241-243 Mile End Road, London",E1 4AA,Bethnal Green and Stepney,02077028533,INFO@MUL.ORG.UK,www.mul.org.uk,31/08/2024,507313.0,439159.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, The General Public/mankind","The charity provides facilities for 5 times prayer daily and open for 365 days of the year. It runs educational seminars for adults and youths. The charity also runs evening madrasa for basic Quran teaching in addition to basic Islamic ethics.The charity runs a full time school on Natioanl Carriculum from year 7 to year 11.",FOR THE ADVANCEMENT OF EDUCATION AND RELIGION IN ACCORDANCE WITH THE TENETS AND DOCTRINES OF THE QUR'AN AND HIDATH.,True,Medium,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
192,1079150,SPEAKER OF TOWER HAMLETS COMMITTEE FOR LOCAL CHARITIES,"LONDON BOROUGH OF TOWER HAMLETS, Town Hall, 160 Whitechapel Road, LONDON",E1 1BJ,Bethnal Green and Stepney,02073645221,danny.warren@towerhamlets.gov.uk,Not available,30/09/2023,33514.0,32513.0,Other,Makes Grants To Organisations,General Charitable Purposes,"Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies",Fund raising activities including Speaker's Charity evening and appeals by the Speaker to local businesses.,TO OR FOR THE BENEFIT OF SUCH CHARITABLE PURPOSE OR PURPOSES OR SUCH CHARITABLE INSTITUTION IN PARTICULAR FOR THE BENEFIT OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS AS THE TRUSTEES SHALL DECIDE,True,Small,No Filing,General Charitable Purposes
195,1079423,STEPNEY SHAHJALAL MOSQUE & CULTURAL CENTRE,"81-83 DUCKETT STREET, LONDON",E1 4TD,Bethnal Green and Stepney,07442490694,ssmacc@hotmail.co.uk,www.stepneyshahjalalmosque.org.uk,31/03/2025,573318.0,207526.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Religious Activities, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance religious education among children and adults and to provide facilities for prayer, recreation and leisure activities.","TO ADVANCE THE ISLAMIC RELIGION AMONGST THE RESIDENTS LIVING IN AND PERSONS VISITING THE GEOGRAPHICAL AREA OF OLD ST DUNSTANS WARD IN THE LONDON BOROUGH OF TOWER HAMLETS.
TO ADVANCE THE EDUCATION OF THE PUBLIC IN PARTICULAR CHILDREN IN ACCORDANCE WITH THE TEACHINGS OF ISLAM IN THE AREA OF BENEFIT.
THE PROVISION OF FACILITIES FOR THE RECREATION OR OTHER LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE 0F THOSE PERSONS LIVING IN THE AREA OF BENEFIT AND WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES.
TO PROMOTE GOOD RACE AND COMMUNITY RELATIONS WITH OTHER ETHNIC COMMUNITIES IN THE AREA OF BENEFIT..",True,Medium,No Filing,Other Charitable Purposes
196,1079457,EVANGELICAL CHURCH WINNING ALL (ECWA),"Raines Foundation School, Approach Road, LONDON",E2 9LY,Bethnal Green and Stepney,07429041006,ecwalondon@gmail.com,ecwalondon.org,31/12/2024,36754.0,32460.0,Other,Other Charitable Activities,"General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, The General Public/mankind",Evangelical Christian Worship Assembly as a charity aims to advance the Christian faith in London and other parts of United Kingdom. We are also committed to relieving persons who are in conditions of need or hardship in United Kingdom and other parts of the world as the trustees may think fit.,(A) TO ADVANCE THE CHRISTIAN FAITH IN ACCORDANCE WITH THE STATEMENT OF BELIEFS APPEARING IN THE SCHEDULE HERETO IN LONDON AND IN SUCH OTHER PARTS  OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT (B) TO RELIEVE PERSONS WHO ARE IN CONDITIONS OF NEED OR HARDSHIP OR WHO ARE AGED OR SICK AND TO RELIEVE THE DISTRESS CAUSED THEREBY IN LONDON AND IN SUCH OTHER PART OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT (C) TO PROMOTE AND FULFIL SUCH OTHER CHARITABLE PURPOSES BENEFICIAL TO THE COMMUNITY IN LONDON AND IN SUCH OTHER PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT,True,Small,No Filing,Overseas Aid/famine Relief
197,1080256,COMMUNITY OF REFUGEES FROM VIETNAM - EAST LONDON,"Old Poplar Library - Unit 17, 45 Gillender Street, LONDON",E14 6RN,Poplar and Limehouse,02075384986,crveastlondon@aol.com,www.crveastlondon.org,31/03/2025,193999.0,165772.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin","CRV - East London provides following services: 
Vietnamese Elderly Support Services includes Drop in centre, advisory and information on welfare, housing, health, education, training, counselling and home visits. Luncheon club. Social cultural events and outing trips. 
Home care services.","TO PROMOTE THE RELIEF OF PEOPLE IN THE VIETNAMESE COMMUNITY IN EAST LONDON WHO ARE IN NEED, HARDSHIP OR DISTRESS; TO PROVIDE SERVICES THAT WILL IMPROVE THE QUALITY OF LIFE OF THE VIETNAMESE COMMUNITY IN EAST LONDON; TO ASSIST THE COMMUNITY TO INTEGRATE INTO THE LOCAL COMMUNITY AND TO CONTRIBUTE TO THE COMMON GOOD; TO ADVANCE LEARNING IN THE COMMUNITY AND TO INTERACT WITH COMMUNITIES IN THE UK WITH A VIEW TO PROMOTE AND PRESERVE TRADITIONAL VIETNAMESE CULTURE.",True,Medium,No Filing,Economic/community Development/employment
199,1081515,YOUNG NEWS,"YOUNG NEWS, MONTEFIORE CENTRE, (BETHNAL GREEN TRAINING CENTRE), HANBURY STREET, LONDON",E1 5HZ,Bethnal Green and Stepney,02072474224,ynews@aol.com,www.youngnews.org.uk,31/03/2025,14850.0,9134.0,Charitable company,Provides Services,"General Charitable Purposes, Education/training, Arts/culture/heritage/science, Recreation","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Mainly provide training on creative writing and publication for young children and for all ages based on community needs including women and ethnic group.Organise services which benefit families involving children and parents.Motivate on healthier life style in education, safety issues and physical health. Organise cultural show, film show, tour to famous places.",TO ADVANCE THE EDUCATION OF CHILDREN (REGARDLESS OF RACE) IN WRITING AND JOURNALISM SKILLS.,True,Small,No Filing,Recreation
200,1081760,TRINITY BUOY WHARF TRUST,"TRINITY BUOY WHARF TRUST, 64 ORCHARD PLACE, LONDON",E14 0JW,Poplar and Limehouse,01273846328,Not available,Not available,31/12/2024,371892.0,374569.0,Charitable company,Makes Grants To Organisations,Arts/culture/heritage/science,"Other Defined Groups, The General Public/mankind",The Company's objects are for the benfit of any charitable purpose which promotes the arts and the education of the public in the arts in the London Borough of Tower Hamlets and surrounding Boroughs as the Trustees may from time to time determine.,THE COMPANY'S OBJECTS ARE FOR THE BENEFIT OF ANY CHARITABLE PURPOSE WHICH PROMOTES THE ARTS AND THE EDUCATION OF THE PUBLIC IN THE ARTS IN THE LONDON BOROUGH OF TOWER HAMLETS AND SURROUNDING BOROUGHS AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE,True,Medium,No Filing,Arts/culture/heritage/science
201,1082043,SPITALFIELDS ARTS - FACILITIES AND EDUCATION,"Safe Studio, 12-14 Greatorex Street, London",E1 5NF,Bethnal Green and Stepney,02072471892,safestudios@ssba.info,www.safestudios.co.uk,30/09/2024,76385.0,79391.0,Charitable company,Provides Buildings/facilities/open Space,"Education/training, Arts/culture/heritage/science",The General Public/mankind,Provision of affordable Artists studio space,"1. T0 ADVANCE THE EDUCATION OF THE PUBLIC, IN PARTICULAR CHILDREN AND YOUNG PEOPLE, IN THE ARTS; 2. IN THE INTERESTS OF SOCIAL WELFARE TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES FOR RECREATION AND OTHER LEISURE TIME OCCUPATIONS, WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE PERSONS FOR WHOM SUCH FACILITIES ARE PRIMARILY INTENDED, I.E. PERSONS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, PROPERTY OR SOCIAL OR ECONOMIC CIRCUMSTANCES, PROVIDE THAT NEVERTHELESS SUCH FACILITIES SHALL BE AVAILABLE TO MEMBERS OF THE PUBLIC AT LARGE; 3. THE RELIEF OF POVERTY AMONGST ARTISTS BY THE PROVISION OF SUBSIDISED STUDIO SPACE.",True,Small,No Filing,Arts/culture/heritage/science
203,1083656,STEPHEN HAWKING SCHOOL TRUST,"STEPHEN HAWKING SCHOOL, 2 BRUNTON PLACE, LONDON",E14 7LL,Bethnal Green and Stepney,02074239848,trust@stephenhawking.towerhamlets.sch.uk,http://www.whooshcharity.org/,31/03/2025,5586.0,70251.0,Other,Provides Services,"Education/training, Disability, The Prevention Or Relief Of Poverty, Amateur Sport","Children/young People, People With Disabilities","The Trust supports children with severe, profound and/or multiple learning difficulties and/or complex medical needs from birth to eleven. It provides funding to support facilities for the daily care, recreation and education of children outside of normal school hours and during school holidays.","A) TO PROVIDE THE NECESSARY FACILITIES FOR THE DAILY CARE, RECREATION AND EDUCATION OF CHILDREN DURING OUT OF SCHOOL HOURS AND SCHOOL HOLIDAYS. B) TO ADVANCE THE EDUCATION AND TRAINING OF THE PERSONS IN THE PROVISION OF SUCH CARE, EDUCATION AND RECREATIONAL FACILITIES.",True,Micro,No Filing,Disability
205,1084524,"REDEEMED CHRISTIAN CHURCH OF GOD (""RCCG"") BETHEL PARISH","UNIT 26, SKYLINES BUSINESS VILLAGE, LIME HARBOUR, LONDON",E14 9TS,Poplar and Limehouse,01708 347612,rccgbethel@yahoo.co.uk,http://rccgbethel.church,31/12/2024,64415.0,50925.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Advancement of Christian Faith worldwide and relief of poverty",1. THE ADVANCEMENT OF THE CHRISTIAN FAITH WORLDWIDE IN IN ACCORDANCE WITH THE DOCTRINES SET OUT IN THE STATEMENT OF FAITH CONTAINED IN THE SCHEDULE 2. THE RELIEF OF POVERTY.,True,Small,No Filing,Overseas Aid/famine Relief
207,1084930,THE CARERS CENTRE,"Carers Centre, 21 Brayford Square, London",E1 0SG,Bethnal Green and Stepney,02077901765,enquiries@ccth.org.uk,www.ccth.org.uk,31/03/2025,877116.0,785284.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Disability, The Prevention Or Relief Of Poverty","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Provides practical support services, information & advice, welfare benefits service to carers of people with disabilities or long term conditions in LB Tower Hamlets.Carers Independent Advocate service from 1/5/2015","The charity’s objects (‘Objects’) are specifically restricted to: 
(1) advancing education concerning caring amongst carers and the public; and 
(2) alleviating mental and physical distress attributable to caring amongst carers through the provision of practical help, organisation, support, advocacy and information to people caring, or who have cared for, others who are dependent on them due to disability arising from age, physical or mental disability.",True,Medium,No Filing,Disability
